site,title,author,url
Project Gutenberg Australia,Bride of the Serpent God,John Peter Drummond,http://gutenberg.net.au/ebooks06/0603991.txt
Project Gutenberg Australia,Bring the Monkey,Miles Franklin,http://gutenberg.net.au/ebooks08/0801301.txt
Project Gutenberg Australia,Broad Arrow,Caroline Leakey,http://gutenberg.net.au/ebooks06/0606881.txt
Project Gutenberg Australia,Broken Ties and Other Stories,Rabindranath Tagore,http://gutenberg.net.au/ebooks03/0300791.txt
Project Gutenberg Australia,Buoyant Billions: A Comedy of No Manners,George Bernard Shaw,http://gutenberg.net.au/ebooks03/0300421.txt
Project Gutenberg Australia,Burglar Bill's Pupil,Fred M White,http://gutenberg.net.au/ebooks12/1200851.txt
Project Gutenberg Australia,Buried Alive!,Percy B. St. John,http://gutenberg.net.au/ebooks06/0606481.txt
Project Gutenberg Australia,Burma and the Karens,Dr. San C. Po C.B.E. (1870-1946),http://gutenberg.net.au/ebooks08/0800051.txt
Project Gutenberg Australia,Burmese Days,George Orwell,http://gutenberg.net.au/ebooks02/0200051.txt
Project Gutenberg Australia,"Burn, Witch, Burn!",Abraham Merritt,http://gutenberg.net.au/ebooks06/0607481.txt
Project Gutenberg Australia,Bush Studies,Barbara Baynton(1857-1929),http://gutenberg.net.au/ebooks01/0100141.txt
Project Gutenberg Australia,By Violence,John Trevena,http://gutenberg.net.au/ebooks10/1000611.txt
Project Gutenberg Australia,C,Maurice Baring,http://gutenberg.net.au/ebooks05/0500731.txt
Project Gutenberg Australia,Camilla,Fanny Burney,http://gutenberg.net.au/ebooks06/0608911.txt
Project Gutenberg Australia,Camlan and The Shadow of the Sword,Robert Buchanan,http://gutenberg.net.au/ebooks06/0605311.txt
Project Gutenberg Australia,Canon Alberic's Scrap-book (1894),M. R. James (1862-1936),http://gutenberg.net.au/ebooks09/0900951.txt
Project Gutenberg Australia,"Captain Jinks, Hero",Ernest Crosby,http://gutenberg.net.au/ebooks06/0602181.txt
Project Gutenberg Australia,Captain Nicholas (1934),Hugh Walpole,http://gutenberg.net.au/ebooks04/0400291.txt
Project Gutenberg Australia,"Carnacki, Supernatural Detective and Others",William Hope Hodgson,http://gutenberg.net.au/ebooks06/0605781.txt
Project Gutenberg Australia,"Carnacki, The Ghost Finder",William Hope Hodgson,http://gutenberg.net.au/ebooks07/0701191.txt
Project Gutenberg Australia,Casanova's Alibi and Other Stories (a PGA compilation),Rafael Sabatini,http://gutenberg.net.au/ebooks08/0801391.txt
Project Gutenberg Australia,Cass Timberlane (1945),Sinclair Lewis,http://gutenberg.net.au/ebooks02/0200291.txt
Project Gutenberg Australia,Castle Gay (1930),John Buchan,http://gutenberg.net.au/ebooks03/0301341.txt
Project Gutenberg Australia,Castle Vane,J H M Abbott,http://gutenberg.net.au/ebooks13/1306151.txt
Project Gutenberg Australia,Change,Arthur Machen,http://gutenberg.net.au/ebooks06/0604191.txt
Project Gutenberg Australia,Charles Darwin,Grant Allen,http://gutenberg.net.au/ebooks11/1100011.txt
Project Gutenberg Australia,Charles Dickens,G K Chesterton,http://gutenberg.net.au/ebooks09/0900431.txt
Project Gutenberg Australia,Charles Dickens,To be Taken with a Grain of Salt,http://gutenberg.net.au/ebooks08/0800751.txt
Project Gutenberg Australia,Charles Sturt - His Life and Journeys of Exploration,J. H. L. Cumpston,http://gutenberg.net.au/ebooks07/0700391.txt
Project Gutenberg Australia,Charley's Aunt,Brandon Thomas,http://gutenberg.net.au/ebooks13/1300571.txt
Project Gutenberg Australia,Charlie Chan Carries On (Unabridged),Earl Derr Biggers,http://gutenberg.net.au/ebooks07/0700761.txt
Project Gutenberg Australia,Cheating the Gallows,Israel Zangwill,http://gutenberg.net.au/ebooks13/1302131.txt
Project Gutenberg Australia,Chick,Edgar Wallace,http://gutenberg.net.au/ebooks08/0801251.txt
Project Gutenberg Australia,Children of the Betsy B,Malcolm Jameson,http://gutenberg.net.au/ebooks06/0608361.txt
Project Gutenberg Australia,Children of the Pool,Arthur Machen,http://gutenberg.net.au/ebooks06/0606961.txt
Project Gutenberg Australia,Christmas 200000 BC,Stanley Waterloo,http://gutenberg.net.au/ebooks06/0603631.txt
Project Gutenberg Australia,Christmas Cards,Fred M White,http://gutenberg.net.au/ebooks16/1601271.txt
Project Gutenberg Australia,Circumstantial Evidence and Other Stories (1934),Edgar Wallace (1875-1932),http://gutenberg.net.au/ebooks09/0900651.txt
Project Gutenberg Australia,Cities of the Plain,Marcel Proust,http://gutenberg.net.au/ebooks03/0300491.txt
Project Gutenberg Australia,Civilizing Mountain Men,Mrs Mason,http://gutenberg.net.au/ebooks09/0900471.txt
Project Gutenberg Australia,"Cloud, The Smiter",Arthur Gask,http://gutenberg.net.au/ebooks12/1201611.txt
Project Gutenberg Australia,Cockatoos,Miles Franklin,http://gutenberg.net.au/ebooks09/0900701.txt
Project Gutenberg Australia,Cold Death,Kenneth Robeson,http://gutenberg.net.au/ebooks06/0604131.txt
Project Gutenberg Australia,Collected Ghost Stories,M R James,http://gutenberg.net.au/ebooks08/0800911.txt
Project Gutenberg Australia,"Collected Poems, 1934-1952",Dylan Thomas (1914-1953),http://gutenberg.net.au/ebooks04/0400381.txt
Project Gutenberg Australia,Collected Poetry,Andrew Barton Paterson,http://gutenberg.net.au/ebooks06/0607741.txt
Project Gutenberg Australia,Collected Prose,Andrew Barton Paterson,http://gutenberg.net.au/ebooks06/0607731.txt
Project Gutenberg Australia,Collected Short Stories,D. H. Lawrence,http://gutenberg.net.au/ebooks04/0400311.txt
Project Gutenberg Australia,Collected Stories,Amyas Northcote,http://gutenberg.net.au/ebooks06/0606161.txt
Project Gutenberg Australia,Collected Stories,B. M. Croker,http://gutenberg.net.au/ebooks06/0605321.txt
Project Gutenberg Australia,Collected Stories,Bernard Capes,http://gutenberg.net.au/ebooks06/0605291.txt
Project Gutenberg Australia,Collected Stories,Charlotte Perkins Gilman,http://gutenberg.net.au/ebooks06/0605621.txt
Project Gutenberg Australia,Collected Stories,Charlotte Riddell,http://gutenberg.net.au/ebooks06/0606251.txt
Project Gutenberg Australia,Collected Stories,E. F. Benson,http://gutenberg.net.au/ebooks06/0605171.txt
Project Gutenberg Australia,Collected Stories,Edward Page Mitchell,http://gutenberg.net.au/ebooks06/0606901.txt
Project Gutenberg Australia,Collected Stories,Ellen Wood,http://gutenberg.net.au/ebooks06/0606621.txt
Project Gutenberg Australia,Collected Stories,Gertrude Atherton,http://gutenberg.net.au/ebooks06/0605101.txt
Project Gutenberg Australia,Collected Stories,Henry James,http://gutenberg.net.au/ebooks06/0605941.txt
Project Gutenberg Australia,Collected Stories,James Hogg,http://gutenberg.net.au/ebooks06/0605831.txt
Project Gutenberg Australia,Collected Stories,Louisa Baldwin,http://gutenberg.net.au/ebooks06/0605111.txt
Project Gutenberg Australia,Collected Stories,Margaret Oliphant,http://gutenberg.net.au/ebooks06/0606171.txt
Project Gutenberg Australia,Collected Stories,Mary E. Braddon,http://gutenberg.net.au/ebooks06/0605261.txt
Project Gutenberg Australia,Collected Stories,Mary Louisa Molesworth,http://gutenberg.net.au/ebooks06/0606091.txt
Project Gutenberg Australia,Collected Stories,Maurice Level,http://gutenberg.net.au/ebooks06/0605951.txt
Project Gutenberg Australia,Collected Stories,May Sinclair,http://gutenberg.net.au/ebooks06/0606491.txt
Project Gutenberg Australia,Collected Stories,Rafael Sabatini,http://gutenberg.net.au/ebooks07/0701121.txt
Project Gutenberg Australia,Collected Stories,Rhoda Broughton,http://gutenberg.net.au/ebooks06/0605281.txt
Project Gutenberg Australia,Collected Stories,Richard Barham,http://gutenberg.net.au/ebooks06/0605141.txt
Project Gutenberg Australia,Collected Stories,Rosa Mulholland,http://gutenberg.net.au/ebooks06/0606151.txt
Project Gutenberg Australia,Collected Stories,Sylvanus Cobb Jr.,http://gutenberg.net.au/ebooks11/1100441.txt
Project Gutenberg Australia,Collected Stories,"Sylvanus Cobb, Jr.",http://gutenberg.net.au/ebooks11/1100171.txt
Project Gutenberg Australia,Collected Stories,Thomas Hardy,http://gutenberg.net.au/ebooks06/0605631.txt
Project Gutenberg Australia,Collected Stories,Thomas Love Peacock,http://gutenberg.net.au/ebooks06/0606181.txt
Project Gutenberg Australia,Collected Stories,Valerie Bryusov,http://gutenberg.net.au/ebooks06/0605231.txt
Project Gutenberg Australia,Collected Stories,William Fryer Harvey,http://gutenberg.net.au/ebooks06/0605761.txt
Project Gutenberg Australia,Collected Supernatural Stories,John Buchan,http://gutenberg.net.au/ebooks06/0603071.txt
Project Gutenberg Australia,Collected Twilight Stories (A Project Gutenberg Australia Collection),Marjorie Bowen,http://gutenberg.net.au/ebooks09/0900561.txt
Project Gutenberg Australia,Collected Twilight Stories Second Series (A PGA Compilation),Marjorie Bowen,http://gutenberg.net.au/ebooks13/1300701.txt
Project Gutenberg Australia,Colonial Born,G. Firth Scott,http://gutenberg.net.au/ebooks12/1201621.txt
Project Gutenberg Australia,Colsulting Room,Malcolm 'Max' Afford,http://gutenberg.net.au/ebooks12/1203901.txt
Project Gutenberg Australia,Columbus,Rafael Sabatini,http://gutenberg.net.au/ebooks07/0700981.txt
Project Gutenberg Australia,Coming Up For Air,George Orwell,http://gutenberg.net.au/ebooks02/0200031.txt
Project Gutenberg Australia,Compounding a Felony,Fred M. White,http://gutenberg.net.au/ebooks12/1200761.txt
Project Gutenberg Australia,Confessional,Frank Harris(1856-1931),http://gutenberg.net.au/ebooks03/0300581.txt
Project Gutenberg Australia,Consider Her Ways (1947),Frederick Philip Grove (1879-1948),http://gutenberg.net.au/ebooks02/0201151.txt
Project Gutenberg Australia,Contango (1932),James Hilton,http://gutenberg.net.au/ebooks10/1000191.txt
Project Gutenberg Australia,Coo-ee Tales of Australian Life by Australian Ladies,Harriet Anne Patchett Martin (Editor),http://gutenberg.net.au/ebooks06/0607561.txt
Project Gutenberg Australia,Coralie and the Pearls,Fred M White,http://gutenberg.net.au/ebooks10/1000751.txt
Project Gutenberg Australia,Craven Fortune,Fred M. White,http://gutenberg.net.au/ebooks12/1200871.txt
Project Gutenberg Australia,"Creep, Shadow!",Abraham Merritt,http://gutenberg.net.au/ebooks06/0607491.txt
Project Gutenberg Australia,Cressage (1927),A. C. Benson (1862-1925),http://gutenberg.net.au/ebooks03/0301581.txt
Project Gutenberg Australia,"Cripps, The Carrier: A Woodland Tale (1876)",Richard Doddridge Blackmore,http://gutenberg.net.au/ebooks10/1000361.txt
Project Gutenberg Australia,Cross Creek (1942),Marjorie Kinnan Rawlings,http://gutenberg.net.au/ebooks04/0400271.txt
Project Gutenberg Australia,Cupid From Bear Creek,Robert E. Howard,http://gutenberg.net.au/ebooks06/0608631.txt
Project Gutenberg Australia,Cupid vs Pollux,Robert E. Howard,http://gutenberg.net.au/ebooks08/0801221.txt
Project Gutenberg Australia,Cymbeline Refinished: A Variation on Shakespear's Ending (1936),George Bernard Shaw,http://gutenberg.net.au/ebooks03/0301031.txt
Project Gutenberg Australia,Dagger and Sword,Rafael Sabatini,http://gutenberg.net.au/ebooks14/1400331.txt
Project Gutenberg Australia,Dan Kelly Outlaw,Ambrose Pratt,http://gutenberg.net.au/ebooks13/1305481.txt
Project Gutenberg Australia,Danger! and Other Stories (1918),Arthur Conan Doyle,http://gutenberg.net.au/ebooks07/0700581.txt
Project Gutenberg Australia,Daphnis and Chloe,"Longus (Translated out of Greek by George Thornley, Anno. 1657)",http://gutenberg.net.au/ebooks06/0603471.txt
Project Gutenberg Australia,Dark Rosaleen,Marjorie Bowen,http://gutenberg.net.au/ebooks09/0900501.txt
Project Gutenberg Australia,Darkness and the Light,Olaf Stapledon,http://gutenberg.net.au/ebooks06/0601311.txt
Project Gutenberg Australia,Dave's Sweetheart,Mary Gaunt,http://gutenberg.net.au/ebooks06/0607451.txt
Project Gutenberg Australia,David (1926),D. H. Lawrence,http://gutenberg.net.au/ebooks04/0400861.txt
Project Gutenberg Australia,Dawn of Flame,Stanley G. Weinbaum,http://gutenberg.net.au/ebooks06/0608971.txt
Project Gutenberg Australia,Days Without End (1934),Eugene O'Neill (1888-1953),http://gutenberg.net.au/ebooks04/0400051.txt
Project Gutenberg Australia,Deadman's,Mary Gaunt,http://gutenberg.net.au/ebooks15/1500021.txt
Project Gutenberg Australia,Death Comes for the Archbishop (1927),Willa Cather,http://gutenberg.net.au/ebooks02/0200491.txt
Project Gutenberg Australia,Death in the Woods and Other Stories (1933),Sherwood Anderson (1876-1941),http://gutenberg.net.au/ebooks04/0400491.txt
Project Gutenberg Australia,Death into Life,Olaf Stapledon,http://gutenberg.net.au/ebooks06/0601281.txt
Project Gutenberg Australia,Death of a Viewer,Herbert Adams,http://gutenberg.net.au/ebooks05/0500741.txt
Project Gutenberg Australia,Debits and Credits,Rudyard Kipling,http://gutenberg.net.au/ebooks06/0603771.txt
Project Gutenberg Australia,Descent into Hell,Charles Williams (1886-1945),http://gutenberg.net.au/ebooks03/0300341.txt
Project Gutenberg Australia,Designing Fate,John Sandes,http://gutenberg.net.au/ebooks10/1000481.txt
Project Gutenberg Australia,Desire Under the Elms,Eugene O'Neill (1888-1953),http://gutenberg.net.au/ebooks04/0400081.txt
Project Gutenberg Australia,Dickon,Marjorie Bowen,http://gutenberg.net.au/ebooks09/0900531.txt
Project Gutenberg Australia,Die Sonette an Orpheus,Rainer Maria Rilke,http://gutenberg.net.au/ebooks10/1000531.txt
Project Gutenberg Australia,Dieu D'Amour,Edith Wharton.,http://gutenberg.net.au/ebooks02/0200101.txt
Project Gutenberg Australia,Diff'Rent (1924),Eugene O'Neill (1888-1953),http://gutenberg.net.au/ebooks04/0400111.txt
Project Gutenberg Australia,Dilemmas,A. E. W. Mason,http://gutenberg.net.au/ebooks11/1100591.txt
Project Gutenberg Australia,Dinky Darbison,Edwin J Welch (writing as Alwyn Alverstoke),http://gutenberg.net.au/ebooks13/1305841.txt
Project Gutenberg Australia,Discovery of Australia by de Quiros in the Year 1606,"Patrick F. Cardinal Moran, Archbishop of Sydney.",http://gutenberg.net.au/ebooks06/0600641.txt
Project Gutenberg Australia,Disputed Passage (1939),Lloyd C. Douglas,http://gutenberg.net.au/ebooks06/0609331.txt
Project Gutenberg Australia,Doctor Dolittle and the Green Canary,Hugh Lofting,http://gutenberg.net.au/ebooks06/0607851.txt
Project Gutenberg Australia,Doctor Dolittle in the Moon,Hugh Lofting,http://gutenberg.net.au/ebooks06/0607691.txt
Project Gutenberg Australia,Doctor Dolittle's Circus (1924),Hugh Lofting,http://gutenberg.net.au/ebooks06/0607841.txt
Project Gutenberg Australia,Doctor Dolittle's Garden,Hugh Lofting,http://gutenberg.net.au/ebooks06/0603431.txt
Project Gutenberg Australia,Doctor Dolittle's Return,Hugh Lofting,http://gutenberg.net.au/ebooks07/0700781.txt
Project Gutenberg Australia,Doctor Zero and Others,Paul Chadwick,http://gutenberg.net.au/ebooks06/0604081.txt
Project Gutenberg Australia,Dodsworth (1929),Sinclair Lewis,http://gutenberg.net.au/ebooks02/0200431.txt
Project Gutenberg Australia,Dog and Duck,Arthur Machen,http://gutenberg.net.au/ebooks06/0607751.txt
Project Gutenberg Australia,Don Juan,Lord Byron,http://gutenberg.net.au/ebooks07/0700141.txt
Project Gutenberg Australia,Doomsday (1932),Warwick Deeping,http://gutenberg.net.au/ebooks06/0600601.txt
Project Gutenberg Australia,Down and Out in Paris and London,George Orwell,http://gutenberg.net.au/ebooks01/0100171.txt
Project Gutenberg Australia,Down in the World,Mary Gaunt,http://gutenberg.net.au/ebooks14/1402231.txt
Project Gutenberg Australia,Dr Dorn's Revenge,Louisa May Alcott,http://gutenberg.net.au/ebooks06/0603011.txt
Project Gutenberg Australia,Dr Thorndyke Intervenes (1933),R Austin Freeman,http://gutenberg.net.au/ebooks10/1000181.txt
Project Gutenberg Australia,Dr Thorndyke Short Story Omnibus,R Austin Freeman,http://gutenberg.net.au/ebooks05/0500391.txt
Project Gutenberg Australia,Dr. Nikola Returns,Guy Boothby,http://gutenberg.net.au/ebooks06/0601621.txt
Project Gutenberg Australia,Dr. Thorndyke Investigates (1930),R Austin Freeman,http://gutenberg.net.au/ebooks10/1000151.txt
Project Gutenberg Australia,Dr. Thorndyke's Crime File (1941),R Austin Freeman,http://gutenberg.net.au/ebooks10/1000171.txt
Project Gutenberg Australia,Dwellers in the Mirage (1932),A. E. Merritt (1884-1943),http://gutenberg.net.au/ebooks01/0100151.txt
Project Gutenberg Australia,Dynamo (1929),Eugene O'Neill (1888-1953),http://gutenberg.net.au/ebooks04/0400151.txt
Project Gutenberg Australia,Early Australian History. Convict Life in New South Wales and,Charles White,http://gutenberg.net.au/ebooks12/1204081.txt
Project Gutenberg Australia,Early Closing Day,Fred M White,http://gutenberg.net.au/ebooks11/1100211.txt
Project Gutenberg Australia,Early Days in North Queensland,The Late Edward Palmer,http://gutenberg.net.au/ebooks09/0901071.txt
Project Gutenberg Australia,Early Explorers in Australia,Ida Lee,http://gutenberg.net.au/ebooks03/0301141.txt
Project Gutenberg Australia,"Early Voyages to Terra Australis, now called Australia.",R H Major,http://gutenberg.net.au/ebooks06/0600361.txt
Project Gutenberg Australia,Easy to Kill (1931),Hulbert Footner,http://gutenberg.net.au/ebooks08/0800571.txt
Project Gutenberg Australia,Economic Problems of Socialism in the U.S.S.R.,Joseph Stalin (1879-1953),http://gutenberg.net.au/ebooks04/0400331.txt
Project Gutenberg Australia,Edgar Wallace by Himself,Edgar Wallace,http://gutenberg.net.au/ebooks08/0801201.txt
Project Gutenberg Australia,Elmer Gantry (1927),Sinclair Lewis,http://gutenberg.net.au/ebooks03/0300851.txt
